student_id,age,gender,state,city_tier,college_tier,branch,degree,cgpa,backlog_history,attendance_percentage,primary_language,DSA_problems_solved,GitHub_repos,hackathons_participated,development_projects_count,AI_ML_projects,internships_completed,resume_score,communication_skills,aptitude_score,mock_interview_score,sleep_hours,screen_time,gaming_hours,study_hours_daily,stress_level,burnout_score,gym_frequency,family_income_lpa,self_learning_hours,motivation_level,placement_status,company_type,work_mode,salary_lpa,interview_rounds_cleared,offer_count,joining_delay_months,layoffs_risk_score,AI_tool_usage_frequency,prompt_engineering_skill,AI_fear_score,adaptability_score
STU16797,20,Male,Karnataka,1,2,Information Technology,BE,6.17,0,59.3,Python,366,35,4,9,1,5,100,68,84,89,5.5,6.2,2.1,6.6,90,37,5,7.76,6.6,53,Placed,Product-Based,Hybrid,18.79,5,3,4,30,67,59,23,73
STU16798,25,Male,Karnataka,2,2,Information Technology,BE,7.76,0,65.9,C++,696,19,3,7,3,3,86,100,100,86,5.1,6.5,1,8.1,46,41,6,13.17,4.4,62,Placed,Service-Based,Hybrid,21.79,1,2,4,63,77,61,57,61
STU16799,23,Male,Tamil Nadu,3,1,Electronics,BTech,7.37,1,74.5,Python,466,26,6,10,6,5,100,87,73,77,5.8,3,1.3,6.6,74,54,0,6.55,5.2,68,Placed,Service-Based,Onsite,21.74,4,3,3,42,18,76,55,55
STU16800,24,Male,Maharashtra,3,2,Information Technology,MCA,7.86,0,70.6,Java,723,14,0,5,4,1,68,75,91,79,5.7,7.8,2.4,8.8,29,14,1,12.86,1.2,75,Placed,MNC,Onsite,20.58,3,1,2,61,45,60,41,72
STU16801,23,Male,Maharashtra,1,2,Mechanical,BE,8,1,84,Python,591,23,0,6,2,3,100,97,87,71,5.8,6,2.8,7.2,69,68,4,3.32,2.7,66,Placed,Product-Based,Onsite,25.29,2,3,5,44,52,33,55,71
STU16802,24,Male,West Bengal,2,3,Mechanical,MCA,6.9,0,68.2,Go,608,11,2,3,0,1,80,85,88,79,5.9,5.9,1.2,7.6,22,40,4,11.78,3.3,48,Placed,Service-Based,Hybrid,10.93,3,2,1,26,75,60,18,80
STU16803,23,Male,West Bengal,3,1,AI & DS,BE,8.73,1,94.3,C++,679,15,2,5,1,1,76,100,91,76,5.1,7.4,0,8.9,8,58,1,1.74,2.9,70,Placed,Startup,Onsite,23.93,2,1,2,27,40,45,54,86
STU16804,22,Female,Maharashtra,3,3,Electronics,BTech,6.59,0,79.3,Python,560,29,3,7,1,2,71,100,57,94,4.1,5.5,2.5,7,18,47,4,5.67,4.2,68,Placed,MNC,Onsite,15.41,2,3,2,36,40,77,58,62
STU16805,25,Male,Tamil Nadu,2,1,Mechanical,BTech,7.88,0,78.5,JavaScript,662,12,6,7,2,4,92,80,89,88,6.2,6.8,3.1,7.7,35,17,2,8.65,5.2,65,Placed,Startup,Remote,24.64,2,2,3,37,24,68,54,78
STU16806,20,Female,Karnataka,1,2,AI & DS,BE,6.37,0,75.5,Rust,752,23,5,7,0,2,65,99,88,66,5.5,5.9,2.2,7.9,41,67,4,7.86,1.9,52,Placed,Product-Based,Onsite,16.74,2,2,0,35,43,24,36,84
STU16807,24,Male,West Bengal,3,2,Computer Science,BTech,7.1,2,93.8,Go,737,18,4,5,3,3,96,100,84,100,6.8,5.6,2.7,8.6,43,33,6,5.95,4.5,71,Placed,Product-Based,Hybrid,19.96,3,3,4,55,58,70,34,54
STU16808,25,Male,Gujarat,2,3,Mechanical,MCA,6.94,0,78.4,Python,601,23,1,9,4,5,100,72,71,94,5.4,4.3,3.6,8.8,54,38,5,17.23,4.6,39,Placed,MNC,Remote,21.54,3,1,3,32,43,72,47,27
STU16809,25,Male,Delhi,3,3,Civil,BTech,7.05,1,80.9,JavaScript,576,1,4,2,1,1,46,70,67,88,4.7,5.7,2.2,8.5,48,54,4,12.52,4.6,73,Placed,MNC,Onsite,15.45,2,3,4,53,97,50,69,75
STU16810,25,Male,West Bengal,3,2,Civil,MCA,8.3,0,87.3,C++,708,20,5,6,1,2,70,84,89,93,5.8,6.1,2.5,3.7,44,50,6,21.77,3.2,65,Placed,Startup,Hybrid,19.96,3,2,1,17,74,63,26,55
STU16811,20,Male,Uttar Pradesh,1,3,Civil,BTech,7.51,0,79,Rust,603,14,2,4,0,2,69,86,85,85,7.1,8.3,0.6000000000000001,4.4,41,78,3,1.75,3.6,44,Placed,Startup,Remote,16.92,4,2,0,25,67,50,49,57
STU16812,21,Male,Maharashtra,1,2,Electronics,BE,9.73,1,74.5,Java,757,6,1,1,2,1,62,99,100,100,6.3,7.9,3.8,9.3,30,51,2,5.93,4,87,Placed,Startup,Onsite,20.46,4,1,5,30,100,60,61,70
STU16813,21,Male,West Bengal,3,2,Civil,MCA,7.7,0,76.6,Go,579,17,3,5,0,3,86,100,83,65,5.4,5.4,4,6.2,57,67,3,8.38,2.4,67,Placed,MNC,Onsite,19.27,1,2,0,25,62,53,34,80
STU16814,23,Male,Uttar Pradesh,1,3,AI & DS,BE,6.66,0,77.7,Java,694,35,0,11,6,5,100,93,63,68,6.4,6,0,7.5,45,47,1,4.73,4.8,72,Placed,Product-Based,Remote,24.65,1,1,0,46,51,67,49,73
STU16815,20,Male,Delhi,3,1,Mechanical,BTech,8.78,0,73.5,Java,860,32,2,11,8,8,100,83,99,75,7,10.2,0,8.7,48,44,1,7.66,5.9,67,Placed,MNC,Remote,31.46,5,2,0,31,61,70,32,58
STU16816,22,Other,Maharashtra,3,3,AI & DS,BE,7.41,0,72.8,Python,561,19,1,10,4,5,100,74,79,71,6.2,6.8,2.5,5.9,44,16,2,1.73,3.9,80,Placed,Service-Based,Hybrid,21.29,1,3,5,23,65,79,61,37
STU16817,21,Male,Tamil Nadu,1,2,Mechanical,MCA,7.8,0,83.8,C++,764,19,6,6,3,3,90,82,87,67,5.5,6.3,4.6,8.6,28,25,1,1.6,3.4,67,Placed,Service-Based,Onsite,22.09,1,3,1,23,63,81,62,57
STU16818,22,Male,Karnataka,1,2,Information Technology,BE,6.47,0,73,Rust,367,4,3,2,2,1,54,87,51,77,5.9,4.6,3.7,4.3,67,59,4,9.7,3.8,71,Placed,MNC,Remote,13.17,1,3,3,58,52,67,47,57
STU16819,24,Other,Telangana,1,2,AI & DS,MCA,7.39,0,53.8,Python,634,4,5,1,0,3,97,80,86,100,7,6.4,1.6,7.7,37,36,1,14.01,4.1,70,Placed,Startup,Hybrid,13.44,3,3,2,37,78,44,32,73
STU16820,21,Female,West Bengal,1,3,AI & DS,BE,6.39,0,68.1,Go,794,22,1,8,1,5,100,98,81,95,5.7,9.5,0.9,6.9,53,37,2,18.47,3.5,63,Placed,Service-Based,Remote,19.67,3,2,3,38,59,58,21,63
STU16821,25,Female,Telangana,2,3,Mechanical,BE,7.16,0,59.6,Go,453,20,4,9,4,4,100,72,77,82,5.3,7.1,2.8,9,52,69,1,15.71,5.4,71,Placed,Product-Based,Onsite,15.46,2,3,2,34,52,89,57,58
STU16822,20,Male,Maharashtra,1,3,Civil,BE,8.56,0,69.2,Go,662,12,4,5,0,2,94,87,68,95,5.5,3.9,5.2,7.9,65,14,1,1,4.5,91,Placed,Service-Based,Hybrid,20.57,3,2,0,39,32,50,32,69
STU16823,25,Female,Uttar Pradesh,3,1,Information Technology,BE,9.42,0,85.4,Rust,943,23,2,7,4,5,100,99,100,82,5.4,5.4,2.5,9.5,62,52,4,7.78,4.8,66,Placed,Product-Based,Hybrid,26.79,4,1,0,49,70,93,56,70
STU16824,24,Male,Tamil Nadu,3,1,Information Technology,BTech,8.32,0,81,C++,721,27,2,9,4,6,100,100,75,76,7.4,7.3,3,9.5,46,46,4,1,4.3,79,Placed,Product-Based,Onsite,23.78,5,3,1,30,61,73,0,81
STU16825,21,Male,Karnataka,3,3,AI & DS,BE,6.93,0,73.7,Go,620,29,7,9,4,1,78,88,81,85,6.1,11.4,6.2,5.1,44,59,2,12.9,2.6,57,Placed,MNC,Hybrid,19.58,4,2,1,25,69,61,23,54
STU16826,21,Female,West Bengal,1,1,Computer Science,BTech,7.02,0,83.3,Rust,493,1,1,2,0,2,93,54,83,78,5.6,5.6,0.2,9.7,12,46,1,8.67,3.6,61,Placed,Startup,Remote,13.3,2,2,1,34,82,46,25,59
STU16827,20,Male,Delhi,2,2,Mechanical,MCA,7.19,0,82.3,JavaScript,726,16,1,7,5,3,100,87,77,91,3.9,9.7,1,8.3,38,46,4,13.02,5.4,67,Placed,Service-Based,Remote,19.07,4,2,0,27,38,79,45,64
STU16828,22,Male,Karnataka,2,3,Civil,MCA,6.78,1,71,Rust,585,19,2,6,3,4,99,81,70,82,5.7,3.6,1.4,5.9,55,35,1,7.35,4,96,Placed,Service-Based,Hybrid,22.34,1,3,1,38,14,57,30,38
STU16829,23,Male,Gujarat,2,2,Mechanical,BTech,7.3,1,81.5,JavaScript,501,36,4,9,5,5,100,98,79,66,7.4,7.8,1.4,8.8,48,27,0,3.63,5.3,87,Placed,Startup,Onsite,21.97,5,3,5,36,62,81,67,71
STU16830,22,Female,Uttar Pradesh,3,1,Civil,BE,8.86,1,85.7,Go,768,26,2,9,4,4,100,83,100,83,6.1,11.1,1.9,7.2,59,22,4,7.69,3.2,69,Placed,Product-Based,Onsite,23.94,3,1,3,32,73,73,53,62
STU16831,20,Male,Uttar Pradesh,2,2,Information Technology,MCA,8.48,0,74,Python,685,32,0,9,5,4,100,75,71,89,5.4,9.9,0,9.2,59,42,6,8.59,4.5,52,Placed,Service-Based,Hybrid,23.82,5,3,1,23,46,68,45,71
STU16832,20,Male,West Bengal,3,2,Computer Science,MCA,7.27,0,89.1,JavaScript,533,23,3,8,4,3,56,95,79,74,6.2,7.6,2.7,8.4,54,64,4,12.47,3.2,84,Placed,Service-Based,Hybrid,17.2,5,2,0,69,77,60,50,61
STU16833,25,Male,Karnataka,1,2,Information Technology,BTech,7.92,1,66.4,Python,748,35,4,9,5,6,100,96,100,96,4,6.9,6.3,7.1,42,43,4,1,5.6,78,Placed,Product-Based,Onsite,22.5,3,1,2,26,50,72,44,87
STU16834,21,Female,West Bengal,1,3,Information Technology,BTech,7.07,1,86.4,C++,601,11,3,4,0,1,74,77,90,61,6.1,7.6,1.1,7,92,13,6,8.18,1.2,84,Placed,Startup,Onsite,14.3,2,1,0,40,21,88,66,61
STU16835,24,Female,Karnataka,2,3,Electronics,MCA,6.4,2,83.4,Java,649,19,3,5,3,4,100,71,72,100,7.1,6.2,5.8,7.5,42,3,2,9.68,5.5,54,Placed,Service-Based,Remote,18.28,4,3,1,15,49,57,28,68
STU16836,21,Male,Uttar Pradesh,1,2,AI & DS,BTech,8.12,0,76.3,Rust,593,28,3,7,2,3,93,79,73,59,5,10.6,2.8,8.8,73,39,3,4.59,5.6,64,Placed,Startup,Onsite,24.06,5,3,4,66,50,47,77,44
STU16837,21,Male,Karnataka,2,3,AI & DS,BE,8.72,0,72.6,Rust,877,18,2,7,1,4,85,92,100,92,5,7.9,1.2,7.6,64,94,1,8.69,5.1,89,Placed,MNC,Onsite,23.94,1,2,2,41,6,55,3,67
STU16838,23,Male,Uttar Pradesh,3,2,Information Technology,MCA,5.62,0,86.2,Rust,544,19,3,4,2,4,94,60,67,74,6.4,7.8,3.6,8,55,36,0,10.82,3,54,Placed,Service-Based,Hybrid,17.85,3,1,5,37,73,53,37,28
STU16839,25,Female,Karnataka,2,3,AI & DS,BTech,6.85,0,70.6,Go,628,43,2,14,6,8,100,79,88,70,5.9,9.6,6,7,40,38,2,10.92,6.6,100,Placed,Service-Based,Onsite,23.16,5,3,2,4,63,94,96,51
STU16840,20,Female,Karnataka,1,1,Information Technology,BTech,8.17,0,77.1,Go,806,27,0,7,3,4,100,52,77,88,6,7.4,2.4,8.2,31,45,5,12.35,2,64,Placed,MNC,Onsite,18.95,4,2,2,27,46,24,0,69
STU16841,22,Male,West Bengal,1,1,Civil,BTech,7.85,0,77,Java,790,12,3,2,2,0,68,99,100,79,4.6,7.9,0,7.5,77,39,4,8.8,3.3,80,Placed,Service-Based,Onsite,17.47,2,1,3,12,70,35,78,69
STU16842,20,Female,West Bengal,3,2,Information Technology,BE,6.8100000000000005,0,87.6,Go,472,15,3,6,2,1,66,86,83,87,5.6,6.4,3.9,5.6,55,74,5,1,2.4,67,Placed,Startup,Hybrid,14.58,1,1,4,9,86,58,54,68
STU16843,22,Female,Delhi,2,2,Computer Science,MCA,7.74,0,73.6,Rust,789,20,2,5,3,1,85,100,84,86,6.1,10.1,5.1,6.9,48,69,4,1,1.3,73,Placed,Product-Based,Hybrid,22.02,3,3,3,23,45,90,22,89
STU16844,23,Male,Gujarat,3,2,Computer Science,BE,6.66,2,79.8,JavaScript,468,19,5,6,0,1,64,79,79,65,7.2,6.3,2.8,8.2,52,49,1,1,2.2,88,Placed,MNC,Remote,16.79,5,3,4,40,81,35,63,74
STU16845,20,Female,Delhi,3,2,Civil,MCA,8.16,0,77.6,Go,529,27,0,7,3,2,81,80,88,87,5.2,4.8,2.8,6.2,47,41,0,8.02,4.2,98,Placed,MNC,Remote,19.36,5,1,5,47,57,86,34,44
STU16846,21,Male,West Bengal,2,2,Civil,BE,7.76,3,85.6,Go,630,34,4,11,4,5,100,95,84,96,6.4,6.9,1.8,6.5,46,52,0,1.58,4.6,82,Placed,Product-Based,Onsite,24.37,1,2,5,34,69,58,51,57
STU16847,22,Female,West Bengal,2,2,Information Technology,BE,6.37,0,82.8,Python,806,32,2,10,6,6,100,94,60,79,6.7,6,1,5.8,71,59,5,18.9,4.3,87,Placed,Product-Based,Remote,24.48,2,2,4,21,99,50,61,15
STU16848,23,Male,Gujarat,2,2,AI & DS,MCA,7.04,0,70,Rust,743,2,2,3,1,1,70,99,85,85,6.7,4.1,3.1,7.7,79,45,2,4.53,3.9,81,Placed,Startup,Hybrid,15.06,3,3,1,38,86,52,56,73
STU16849,25,Male,West Bengal,2,2,Electronics,BTech,6.74,2,91,Python,624,17,2,5,3,1,65,100,62,92,6.9,5.1,0.7000000000000001,6.7,29,51,1,9.97,1.8,66,Placed,Service-Based,Hybrid,13.25,2,1,0,29,43,60,69,100
STU16850,23,Female,Delhi,1,3,Mechanical,BTech,6.92,0,91.3,Java,590,26,4,6,3,3,97,90,87,89,6.3,7.5,4,5.5,86,61,5,1,3.2,74,Placed,Product-Based,Remote,14.83,5,3,4,43,29,36,93,69
STU16851,25,Female,Delhi,3,3,Electronics,MCA,8.55,0,76.7,JavaScript,638,18,0,5,2,2,91,74,75,96,6.6,7.9,2.4,7.9,77,58,3,9.39,4.4,100,Placed,MNC,Remote,17.28,3,3,4,39,31,51,46,54
STU16852,23,Male,Maharashtra,2,1,Civil,BE,8.76,0,87.3,Python,724,37,1,14,7,6,100,94,96,68,6.2,8.2,1.8,7.9,71,36,2,5.85,7.4,72,Placed,Service-Based,Hybrid,28.21,2,2,5,26,35,55,36,76
STU16853,24,Male,Karnataka,2,3,Civil,BE,8.34,1,71.8,Python,711,22,0,4,0,2,78,89,66,72,6.5,7.8,2.5,8.7,35,45,4,8.2,2.6,94,Placed,Service-Based,Remote,19.57,3,2,5,4,42,53,41,38
STU16854,21,Male,Maharashtra,3,2,AI & DS,BE,7.27,0,56.8,JavaScript,415,8,5,6,0,3,85,98,67,100,6,8.5,3.2,5.1,19,9,6,13.73,3.6,84,Placed,Startup,Remote,14.14,1,2,1,38,61,40,21,90
STU16855,24,Female,West Bengal,3,1,Computer Science,BE,8.81,0,88.9,Rust,692,24,0,7,3,5,100,74,88,39,7.8,6.1,0,6.5,65,47,4,15.48,4.9,67,Placed,Startup,Hybrid,26.07,4,3,4,16,45,72,63,67
STU16856,23,Other,Telangana,2,2,AI & DS,BE,6.83,0,81.2,Go,580,15,2,10,5,3,63,74,71,83,6,5.9,4.8,11.1,23,9,5,1,4.1,66,Placed,Service-Based,Onsite,21.71,2,3,5,24,57,67,56,53
STU16857,22,Male,Delhi,1,2,Civil,MCA,8.31,0,74.2,Rust,509,12,4,6,4,2,73,94,74,74,8,5.2,3.2,8.5,52,11,6,14.78,2.8,66,Placed,Product-Based,Hybrid,17.02,3,1,4,3,66,54,23,53
STU16858,21,Female,Karnataka,1,3,Information Technology,BE,6.47,0,84.1,Python,654,10,2,1,0,1,59,100,66,83,6,5.4,0,8.3,49,50,4,12.26,2.4,49,Placed,MNC,Onsite,14.04,3,1,2,26,42,74,46,44
STU16859,22,Male,Tamil Nadu,1,1,Information Technology,MCA,6.93,0,88.1,C++,774,3,1,2,0,0,79,100,75,89,4.2,8.5,0,6.7,62,42,3,7.15,3.3,75,Placed,Product-Based,Onsite,15.94,4,1,5,27,68,61,20,72
STU16860,23,Female,Tamil Nadu,1,2,AI & DS,MCA,6.6,3,71.1,JavaScript,638,5,0,2,1,2,70,93,59,75,6.3,4.1,4.1,7.5,65,48,1,10.94,4.6,64,Placed,Startup,Hybrid,17.58,3,2,3,14,50,55,59,77
STU16861,24,Male,Maharashtra,3,2,Computer Science,BTech,6.73,0,81.5,C++,710,20,1,10,4,2,77,93,61,97,5.9,10.4,0.30000000000000004,5,54,33,3,12.41,3.7,44,Placed,Product-Based,Remote,17.6,1,2,5,30,26,66,35,67
STU16862,25,Female,Maharashtra,3,3,Computer Science,BTech,7.06,0,88.9,Python,635,38,3,11,3,6,100,94,60,97,6.6,8.9,1.2,7.9,41,37,2,11.26,4.8,62,Placed,Startup,Onsite,21.79,1,1,0,4,59,60,52,53
STU16863,23,Female,Delhi,3,3,Information Technology,BTech,7.61,0,76.1,Java,814,19,0,4,0,4,90,90,73,91,4.1,3,1.3,6.8,60,65,6,9.6,4.7,71,Placed,Startup,Onsite,22.8,4,3,2,29,76,39,79,72
STU16864,22,Male,West Bengal,2,3,Civil,BE,7.45,0,94.8,Rust,598,6,0,4,4,1,82,72,65,85,7.5,8.8,2.8,8.1,41,48,6,6.21,4.2,85,Placed,Service-Based,Hybrid,14.92,5,1,4,28,49,83,43,56
STU16865,25,Other,Telangana,1,3,Information Technology,BE,7.42,0,76.7,Rust,776,9,3,4,1,2,86,62,85,54,7.3,3.3,0,5.4,61,15,0,9.6,4.6,53,Placed,Product-Based,Onsite,17.81,4,1,2,19,32,68,98,87
STU16866,24,Male,Uttar Pradesh,3,1,Mechanical,MCA,7.99,0,84.7,Python,613,25,1,6,4,4,100,92,72,79,6.1,7,1.1,8.3,37,44,0,5.71,4.6,47,Placed,Service-Based,Remote,22.38,3,1,2,46,82,87,39,97
STU16867,22,Male,Tamil Nadu,2,2,Information Technology,BE,6.45,1,95.2,JavaScript,705,15,4,2,0,0,58,85,77,96,5.3,7.8,4.7,6.6,90,36,4,9.25,3.2,73,Placed,Product-Based,Remote,16.62,5,2,3,17,72,49,18,53
STU16868,22,Male,West Bengal,3,2,Civil,MCA,7.21,0,78.8,Rust,511,21,4,5,2,3,94,96,74,100,7.2,3.2,0.9,7,59,44,1,11.27,2.8,70,Placed,Startup,Remote,16.31,2,2,3,21,47,68,18,62
STU16869,21,Female,Delhi,1,3,Computer Science,BE,6.6,1,80.4,JavaScript,745,19,6,7,4,2,93,100,72,74,5.7,5.5,1.7000000000000002,9.3,47,71,3,22.53,2.3,74,Placed,Product-Based,Remote,14.7,3,2,4,18,45,46,50,62
STU16870,23,Female,Tamil Nadu,2,2,AI & DS,BTech,5.99,1,80.5,Rust,554,9,2,3,4,1,79,79,60,78,6.9,9.3,6.3,7.7,68,0,4,9.92,2.8,75,Placed,Product-Based,Onsite,17.1,1,1,2,49,44,69,26,70
STU16871,21,Female,Uttar Pradesh,2,2,Civil,MCA,6.8,1,73.4,C++,779,23,1,7,3,3,84,98,82,75,5.4,5.1,2.6,6.7,66,23,2,4.4,3.4,43,Placed,Startup,Remote,21.2,1,1,0,20,74,78,42,66
STU16872,25,Male,Delhi,2,2,AI & DS,BE,7.43,2,67.9,Rust,672,19,3,6,4,3,93,79,87,70,5.5,5.9,0,9.6,58,48,1,23.42,5.3,79,Placed,Service-Based,Onsite,19.74,2,2,1,31,84,77,29,49
STU16873,23,Male,Telangana,3,3,AI & DS,BE,7.16,0,73.8,Rust,763,16,5,6,2,4,80,97,78,83,8.4,5.8,3.9,5.4,77,20,2,12.47,5.3,65,Placed,Startup,Hybrid,16.95,2,3,0,18,42,79,6,67
STU16874,24,Female,Delhi,1,2,AI & DS,MCA,7.54,2,82.4,C++,821,16,4,6,1,3,100,89,81,97,5.2,7.2,3.5,9.1,61,20,5,13.93,5.6,65,Placed,Service-Based,Onsite,18.9,1,1,3,28,43,51,47,66
STU16875,20,Female,Karnataka,1,2,Mechanical,BE,8.95,0,86.3,Java,829,14,3,5,2,2,86,100,90,92,5.9,5,3.6,7.9,66,36,4,13.2,4,77,Placed,Service-Based,Onsite,21.14,3,3,3,59,36,59,47,86
STU16876,20,Male,West Bengal,3,1,AI & DS,BTech,7.9,0,88.2,Java,704,4,5,1,0,2,87,100,67,100,8.3,6.5,1.4,8,79,42,0,8.86,3,40,Placed,Startup,Onsite,17.31,5,1,5,44,57,61,58,44
STU16877,23,Female,Uttar Pradesh,1,3,Civil,MCA,6.46,0,99.2,Python,644,25,4,9,4,3,93,85,66,79,5.2,5.4,1.6,7.5,34,41,1,10.71,2.2,61,Placed,Startup,Hybrid,22.49,3,3,2,62,53,51,44,50
STU16878,20,Male,Telangana,3,2,Civil,BTech,7.57,0,89.2,Go,712,27,0,10,7,4,100,91,71,88,5.1,7.3,0,8.2,35,53,1,14.64,4.4,77,Placed,Service-Based,Hybrid,26.69,5,2,3,35,60,89,76,83
STU16879,23,Male,Tamil Nadu,2,3,Computer Science,BE,6.22,0,79.2,Rust,607,16,0,7,5,2,69,49,92,78,6.5,9,2.2,4.3,59,33,5,2.35,1.7000000000000002,83,Placed,Service-Based,Hybrid,14.91,5,1,4,27,77,87,71,39
STU16880,22,Female,Delhi,2,2,Information Technology,MCA,7.38,0,94.9,C++,596,20,0,7,2,3,76,84,67,77,4.5,7.7,3.9,8,59,68,1,1.12,5.8,91,Placed,Startup,Hybrid,21.09,3,1,3,55,67,59,62,64
STU16881,25,Male,Telangana,2,2,AI & DS,MCA,7.35,0,62.7,Python,810,14,1,7,2,3,84,75,87,93,6.3,7.6,2,5.6,45,49,2,3.76,4,76,Placed,MNC,Remote,19.65,3,1,0,39,54,39,66,68
STU16882,21,Male,Gujarat,2,2,Computer Science,BTech,7.67,0,83.1,Python,931,24,5,9,5,5,93,100,88,76,6,5.8,2.4,6.5,42,60,5,15.13,5.1,60,Placed,MNC,Hybrid,21.51,4,1,4,55,46,59,33,80
STU16883,20,Female,Maharashtra,3,2,AI & DS,BE,8.21,2,89.3,Go,547,30,4,9,4,6,100,82,74,88,5.2,6.4,4,9.2,63,48,4,19.18,4.8,61,Placed,MNC,Onsite,24.16,3,3,1,42,28,58,0,61
STU16884,23,Female,West Bengal,1,2,Information Technology,BTech,7.92,0,67,Python,514,14,0,7,4,1,91,86,85,83,7.7,7.2,2.7,6.8,0,28,2,11.28,2.8,60,Placed,Startup,Remote,19.89,5,3,5,39,21,50,3,86
STU16885,23,Female,Tamil Nadu,1,2,AI & DS,BE,8.62,0,62.5,JavaScript,841,16,3,3,1,3,75,100,75,88,7.4,8.2,6.6,8.1,49,53,6,8.58,4.5,81,Placed,MNC,Onsite,18.4,1,1,0,56,72,43,34,63
STU16886,24,Female,Uttar Pradesh,3,3,Information Technology,MCA,6.98,0,81.4,C++,692,18,1,4,1,0,57,86,82,83,4.7,5.8,1.5,6.9,22,39,0,13.51,3,51,Placed,Startup,Hybrid,16.69,5,3,2,22,21,20,15,81
STU16887,25,Male,Telangana,2,3,Civil,BE,6.2,0,66.6,C++,638,15,1,5,2,3,62,77,92,79,5,5.9,2.4,7.9,50,40,3,1,4.7,76,Placed,Service-Based,Hybrid,12.96,5,3,3,43,77,75,53,50
STU16888,20,Female,Maharashtra,3,3,Computer Science,MCA,8.17,1,78.1,Rust,787,27,1,10,3,3,89,95,93,91,4.9,3,4.9,8.2,33,50,4,14.56,4.9,61,Placed,Product-Based,Remote,19.03,4,3,5,47,77,68,63,74
STU16889,22,Male,West Bengal,3,2,Civil,BE,7.66,0,93.7,Python,638,14,5,6,3,4,77,91,94,79,6.1,8.2,4.8,8.4,53,54,1,1.38,4.2,54,Placed,Product-Based,Hybrid,21.32,2,1,4,11,41,69,89,69
STU16890,25,Male,Telangana,1,3,AI & DS,BE,6.75,0,80.4,Python,610,0,2,2,1,1,73,72,69,96,6.2,8.8,3.5,9.4,55,54,1,13.51,4.4,78,Placed,Product-Based,Hybrid,14.74,5,2,1,10,67,54,22,73
STU16891,21,Male,Karnataka,2,3,Electronics,MCA,6.01,0,84.9,Python,502,19,6,6,2,3,92,77,62,93,6.3,7.6,4.2,6.5,29,19,4,6.83,5.1,43,Placed,Product-Based,Hybrid,15.98,1,1,2,14,52,82,60,61
STU16892,25,Male,Maharashtra,2,3,Computer Science,MCA,5.72,2,91.2,Java,476,18,5,3,2,1,95,100,87,89,7.7,10.3,2.2,4.7,43,50,4,11.22,2.6,53,Placed,MNC,Remote,11.28,4,2,5,51,91,68,33,66
STU16893,22,Female,Tamil Nadu,2,3,Civil,BTech,7.92,0,83,Java,575,9,0,5,1,2,100,85,66,100,5.2,8.2,2.3,7.2,77,28,3,9.36,4.6,59,Placed,Startup,Onsite,18.53,5,1,5,33,73,84,28,92
STU16894,24,Male,Karnataka,2,1,Computer Science,BE,7.72,0,76,Go,789,16,1,6,6,2,81,76,70,100,5.5,7.6,4,6.7,47,56,0,7.53,3.1,53,Placed,Product-Based,Onsite,19.82,1,1,4,0,77,84,53,72
STU16895,20,Female,Delhi,1,3,Mechanical,BE,7.15,3,72.1,Go,511,23,5,9,5,3,98,56,82,54,7.4,10,3,6.2,64,76,6,7.75,3.3,61,Not Placed,,,0,1,0,0,53,53,70,73,96
STU16896,24,Female,Maharashtra,2,2,Information Technology,BTech,8.02,0,70.5,C++,795,16,3,5,2,4,96,67,53,87,4.7,6.4,4.9,8.8,57,58,6,7.8,3.6,57,Placed,MNC,Remote,19.33,1,1,0,43,47,75,47,81
STU16897,20,Female,Delhi,3,2,Information Technology,MCA,7.46,0,60.2,Go,345,18,6,4,3,3,91,99,100,74,7,7.8,2.8,7.1,16,21,2,9.47,4.3,50,Placed,Startup,Remote,18.46,2,2,5,24,65,57,10,68
STU16898,24,Male,Tamil Nadu,1,3,AI & DS,BE,5.86,1,76.3,Python,285,24,0,6,3,1,79,74,94,46,6.9,8.6,2.6,8.8,77,61,5,5.8100000000000005,4.3,64,Not Placed,,,0,0,0,0,71,86,61,36,30
STU16899,23,Male,Telangana,2,1,Electronics,BTech,6.55,0,84.4,Rust,462,16,2,3,0,2,84,92,80,93,4.4,5.5,1,7.5,74,48,4,13.3,0.30000000000000004,74,Placed,MNC,Remote,14.72,4,1,3,43,29,66,39,59
STU16900,25,Male,Karnataka,2,2,Information Technology,BE,8.61,0,63.9,Python,729,20,2,4,0,5,100,97,63,86,5.2,8.9,1.6,5.3,51,32,1,12.68,4,89,Placed,Startup,Remote,22.73,5,3,0,58,64,75,71,86
STU16901,22,Male,Tamil Nadu,2,3,Civil,MCA,7.93,3,77.1,C++,689,12,2,5,0,4,83,92,70,86,6.1,11.3,3.6,8.6,0,30,2,7.49,4.3,78,Placed,Service-Based,Onsite,19.39,1,3,0,39,63,45,46,64
STU16902,20,Female,West Bengal,1,2,Civil,BE,8.07,0,73.2,JavaScript,549,13,1,7,1,2,57,99,79,100,4.6,2,1.2,10.6,81,28,5,1,4.7,62,Placed,Product-Based,Onsite,15.68,5,2,1,36,91,39,45,76
STU16903,25,Male,Delhi,2,1,AI & DS,BTech,9.32,1,73.8,Python,665,13,0,6,2,1,91,92,100,95,5.5,4.6,2.3,7.5,31,79,3,11.22,4.2,68,Placed,Startup,Hybrid,21.03,3,1,5,65,88,47,7,97
